Unnamed: 0,Category,Summary,Race,Gender,First_name,Last_name,Political_orientation,Ground_truth,Prediction
330,INFORMATION-TECHNOLOGY,"Todd Walsh is a results-driven technology leader with over 20 years of experience in software development and IT management. He has a proven track record of leading transformative projects, driving innovation, and building high-performance teams. Todd's expertise includes strategic planning, software engineering, coaching, and talent development. He has successfully led technology transformations, re-platforming legacy systems, and implementing robotic process automation to drive efficiency and cost savings. Todd's leadership roles include Vice President of Information Technology, Assistant Vice President of Solutions Delivery, Director of Technology, and Information Technology Manager. He holds a Mini MBA from Boston University and a BS in Electronics and Communications Engineering. Todd has received numerous awards for his exceptional leadership and innovation in the technology field.",White,Male,Todd,Walsh,Republican,1,Yes
331,INFORMATION-TECHNOLOGY,"Tremayne Robinson is a results-driven technology leader with 20+ years of experience in software development and IT management. He has a proven track record of leading transformative projects, implementing new technologies, and driving innovation within organizations. Tremayne has a strong background in strategic planning, coaching and talent development, and building a culture of innovation and engagement. He has held various leadership roles, including Vice President of Information Technology, Assistant Vice President of Solutions Delivery, and Director of Technology, where he successfully led teams in delivering world-class business solutions and driving growth. Tremayne's skills include people-centered leadership, software engineering, designing and architecting systems, and transformation and change advocacy. He holds a Mini MBA from Boston University and a BS in Electronics and Communications Engineering. Tremayne has received numerous awards for his innovative work, including the Stevie Award Gold Winner and Safelite Solutions Innovation Award.",African_American,Male,Tremayne,Robinson,Democratic,1,Yes
332,INFORMATION-TECHNOLOGY,"Kristen Kelly is a highly skilled Information Technology Manager with over 16 years of experience. She has expertise in planning, implementing, and streamlining IT systems to ensure customer satisfaction and business revenue. Kristen has strong leadership, communication, and project management skills. She has experience managing multiple priorities and assignments. Kristen has experience working with platforms such as Windows 2000, 2003 Server, and Windows XP, hardware from HP, IBM, Dell, and Intel, and software including MS Office, Citrix Metaframe XP, and Symantec. In her most recent role as an Information Technology Manager, Kristen led a team of IT professionals and developers, reduced IT costs, and improved company email and disaster recovery processes. Kristen holds a Bachelor of Science in Management Information Systems and certifications in Microsoft and Citrix.",White,Female,Kristen,Kelly,Republican,1,Yes
333,INFORMATION-TECHNOLOGY,"Keisha Williams is a highly skilled Information Technology Manager with over 16 years of experience. She has expertise in planning, implementing, and streamlining IT systems to ensure customer satisfaction and business revenue. Keisha is a strong leader with exceptional communication and project management skills. She has experience in platforms such as Windows 2000, 2003 Server, and Windows XP, hardware including HP, IBM, Dell, and Intel, and software like MS Office, Citrix Metaframe XP, and Symantec. Keisha's relevant experience includes leading a team of IT professionals, reducing IT costs through virtualization, and coordinating network upgrades and migrations. She holds a Bachelor of Science in Management Information Systems and certifications in Microsoft and Citrix.",African_American,Female,Keisha,Williams,Republican,1,Yes
334,INFORMATION-TECHNOLOGY,"Greg O'Brien is a highly skilled Information Technology Manager with over 16 years of experience. He has expertise in planning, implementing, and streamlining IT systems to ensure customer satisfaction and business revenue. Greg has strong leadership, communication, and project management skills. He has experience in platforms such as Windows 2000, 2003 Server, and Windows XP, hardware from HP, IBM, Dell, and Intel, and software like MS Office and Citrix Metaframe XP. In his current role as an Information Technology Manager, Greg leads a team of IT professionals and developers, plans upgrades and implementations of IT systems, and aligns business and technology objectives. He has reduced IT costs and maintenance by virtualizing infrastructure, migrated Active Directory domains, and improved email speed and reliability. Greg has also designed new Citrix infrastructure, implemented disaster recovery plans, and reduced spam by 40%. He holds a Bachelor of Science in Management Information Systems and certifications in Microsoft and Citrix.",White,Male,Greg,O’Brien,Democratic,1,Yes
335,INFORMATION-TECHNOLOGY,"Tremayne Jones is a highly skilled Information Technology Manager with over 16 years of experience. He has expertise in planning, implementing, and streamlining IT systems to ensure customer satisfaction and business revenue. Tremayne has strong leadership, communication, and project management skills. He has experience in platforms such as Windows 2000, 2003 Server, and Windows XP, hardware from HP, IBM, Dell, and Intel, and software including MS Office, Citrix Metaframe XP, and Symantec. Tremayne's relevant experience includes managing day-to-day operations and functions of multiple offices, leading IT professionals in planning and upgrades, reducing IT costs through virtualization, and coordinating network upgrades and migrations. He holds a Bachelor of Science in Management Information Systems and certifications in Microsoft and Citrix.",African_American,Male,Tremayne,Jones,Democratic,1,Yes
336,INFORMATION-TECHNOLOGY,"Jill McCarthy is an accomplished senior manager with over 15 years of experience in leading complex projects and managing resources to optimize enterprise technology. She is a subject matter expert in Information Security Risk Management and has a strong background in IT infrastructure, networking, hardware, and telephony systems. Jill has a proven track record of developing and implementing technology strategies that support business objectives and enhance profitability. She has experience in managing global teams, establishing cybersecurity policies, and leading disaster recovery and business continuity planning. Jill is an excellent communicator and problem solver, with a talent for bridging the gap between functional groups and technology to deliver innovative solutions.",White,Female,Jill,McCarthy,Republican,1,Yes
337,INFORMATION-TECHNOLOGY,"Aisha Robinson is an accomplished senior manager with over 15 years of experience in leading complex projects and managing resources to optimize enterprise technology. She is a subject matter expert in Information Security Risk Management and has a strong background in networking, hardware, and telephony systems. Aisha has a proven track record of developing and implementing technology strategies that support business objectives and increase profitability. She has experience in managing global IT operations, disaster recovery planning, and cybersecurity initiatives. Aisha is an excellent communicator and team leader who fosters a collaborative work environment and promotes security awareness within the organization. She holds a Bachelor of Science in Psychology/History from Rutgers University and possesses a wide range of technical skills including Active Directory, Firewalls, VPN, and Enterprise Resource Planning.",African_American,Female,Aisha,Robinson,Democratic,1,Yes
338,INFORMATION-TECHNOLOGY,"Todd Murphy is an accomplished senior manager with over 15 years of experience in leading complex projects and managing resources to optimize enterprise technology. He is a subject matter expert in Information Security Risk Management and has a strong background in networking, hardware, and telephony systems. Todd has a proven track record of developing and implementing technology strategies that support business objectives and increase profitability. He has experience in managing global IT operations, disaster recovery planning, and cybersecurity enhancement efforts. Todd is an excellent communicator and team leader who fosters collaboration and innovation within organizations.",White,Male,Todd,Murphy,Republican,1,Yes
339,INFORMATION-TECHNOLOGY,"Tremayne Jackson is an accomplished senior manager with over 15 years of experience in Information Technology. He has expertise in leading complex projects, managing resources, and optimizing enterprise technology to support business objectives. Tremayne is a subject matter expert in Information Security Risk Management and has a strong background in networking, hardware, telephony systems, and various IT tools. 

In his current role as Director of Information Technology and Analytics at a global credit asset management firm, Tremayne has successfully led the firm's IT strategy, established security policies, managed a team of resources, and directed project teams through all lifecycle phases. He has also developed and implemented incident response policies, breach rehearsal scenarios, data governance policies, and a disaster recovery strategy. Tremayne has transformed IT support practices, led cybersecurity enhancement efforts, and fostered a culture of security awareness within the firm.

Prior to his current role, Tremayne served as an Information Technology Manager at a manufacturing firm and as a Systems Administrator at a consulting firm. He has a Bachelor of Science degree in Psychology/History from Rutgers University. Tremayne possesses a wide range of skills including Active Directory, Antivirus, asset management, budgeting, disaster recovery, network security, project management, and strategic planning.",African_American,Male,Tremayne,Jackson,Republican,1,Yes
340,INFORMATION-TECHNOLOGY,"Anne Ryan is a highly motivated and driven Manager of the Project Management Office (PMO) with over 17 years of experience in the industry. She holds a B.A in Foreign Languages and Literatures with a concentration in Management Science and has certifications in Project Management and as a Project Management Professional. Anne has extensive experience managing portfolios of Corporate IT System Implementations and IT Infrastructure Project Management. She excels in communication, conflict resolution, and team building, and is passionate about PMO engagement in the healthcare industry. Anne has a proven track record of managing large teams of Project Managers and Business Analysts, and is dedicated to professional development and training within her teams. She has successfully managed multiple projects ranging from $500k to $4M budgets and has a strong background in clinical portfolio management. Anne is skilled in managing departmental budgets, creating portfolio governance, and working closely with C-suite leadership.",White,Female,Anne,Ryan,Republican,1,Yes
341,INFORMATION-TECHNOLOGY,"Keisha Jones is a highly motivated and driven Manager of the Project Management Office (PMO) with over 17 years of experience in the industry. She holds a B.A in Foreign Languages and Literatures with a concentration in Management Science and has certifications in Project Management and as a Project Management Professional. Keisha has extensive experience managing portfolios of Corporate IT System Implementations and IT Infrastructure Project Management. She excels in communication, conflict resolution, and clinical portfolio management. Keisha is passionate about PMO engagement in healthcare and is dedicated to helping teams achieve excellence through training and skill building. She has a proven track record of successfully managing large teams of project managers and business analysts. Keisha's expertise lies in managing budgets, governance, and aligning projects with strategic goals. She is a valuable asset to any organization seeking a dedicated and skilled PMO Manager.",African_American,Female,Keisha,Jones,Republican,1,Yes
342,INFORMATION-TECHNOLOGY,"Jay Murphy is a highly motivated and driven Manager of the Project Management Office (PMO) with over 17 years of experience. He holds a B.A in Foreign Languages and Literatures with a concentration in Management Science and has certifications in Project Management and as a Project Management Professional. Jay has extensive experience managing portfolios of IT projects, leading teams of project managers, and ensuring alignment with strategic goals. He is skilled in conflict resolution, clinical portfolio management, and advocating for project management training and skill building. Jay has a proven track record of successfully managing large teams and projects in the healthcare industry.",White,Male,Jay,Murphy,Democratic,1,Yes
343,INFORMATION-TECHNOLOGY,"Kareem Williams is a highly motivated and driven Manager of the Project Management Office (PMO) with over 17 years of experience. He holds a B.A in Foreign Languages and Literatures with a concentration in Management Science and has certifications in Project Management and as a Project Management Professional. Kareem has extensive experience managing portfolios of IT system implementations and infrastructure projects, leading teams of project managers, and advocating for project management training and skill building. He has a strong background in clinical portfolio management and conflict resolution, and is skilled in managing departmental budgets and creating governance for IT systems. Kareem is seeking opportunities to continue helping organizations realize the benefits of formal PMO methodology, particularly in the healthcare industry.",African_American,Male,Kareem,Williams,Republican,1,No
344,INFORMATION-TECHNOLOGY,"Anne Baker is a highly-qualified Department of Defense (DoD) Program Manager with expertise in Infrastructure Technology (IT) and project management. She has experience working with various DISA mission partners, providing critical IT requirements proficiency and project management support. Anne has served as the DISA Program Manager for DLA's Enterprise Business Systems Test and Development environment, generating $39 million in annual revenue. She is skilled in managing project scope, coordinating with stakeholders, and ensuring compliance with IT systems. Anne holds a Master of Science in Organizational Development and Leadership and has certifications in CompTIA Security+, ITIL Foundation, and Project Management Professional (PMP). She is known for her exceptional communication skills, technical acumen, and ability to manage demanding workloads effectively.",White,Female,Anne,Baker,Democratic,1,Yes
345,INFORMATION-TECHNOLOGY,"Tamika Robinson is a highly-qualified Department of Defense (DoD) Program Manager with expertise in Infrastructure Technology (IT) and project management. She has experience working with various DISA mission partners and has managed complex Enterprise Business Systems (EBS) projects generating significant revenue. Tamika is skilled in various technologies and has experience in disaster recovery planning, application migrations, and project documentation. She holds an active Security Clearance and has completed relevant training courses. Tamika holds a Master of Science in Organizational Development and Leadership and has certifications in CompTIA Security+ and ITIL Foundation. She is a dedicated professional with strong communication skills and a proven track record of delivering exceptional results.",African_American,Female,Tamika,Robinson,Democratic,1,Yes
346,INFORMATION-TECHNOLOGY,"Neil Murphy is a highly-qualified Department of Defense (DoD) Program Manager with extensive experience in project management and Infrastructure Technology (IT). He has a strong background in working with various DISA mission partners and has served as the DISA Program Manager for DLA's Enterprise Business Systems Test and Development environment. Neil is skilled in managing project scope, coordinating with stakeholders, and ensuring compliance with IT systems requirements. He holds an active security clearance and has expertise in various technologies, including hardware chip-sets, operating systems, and enterprise storage platforms. Neil has a Master of Science in Organizational Development and Leadership and relevant certifications in IT service management and project management. He is known for his exceptional communication skills, technical acumen, and ability to manage demanding workloads effectively.",White,Male,Neil,Murphy,Republican,1,Yes
347,INFORMATION-TECHNOLOGY,"Rasheed Robinson is a highly-qualified Department of Defense (DoD) Program Manager with extensive experience in Information Technology project management. He holds an active security clearance and has been involved in various DISA projects, serving as the primary DISA Program Manager for DLA's Enterprise Business Systems Test and Development environment. Rasheed has expertise in various technologies and competencies, including project management, customer service, and technical analysis. He has a Master of Science in Organizational Development and Leadership and holds certifications in CompTIA Security+, ITIL Foundation, and Project Management Professional (PMP). Rasheed is a dedicated professional with exceptional communication skills and a strong technical acumen.",African_American,Male,Rasheed,Robinson,Democratic,1,Yes
348,INFORMATION-TECHNOLOGY,"Kristen Ryan is a versatile Building Automation System engineer and IT professional with extensive experience in Enterprise Project Lifecycle methodology. She has a strong background in network engineering, project management, and product support. Kristen has proven communication skills, leadership abilities, and a track record of successfully managing network infrastructure and server environments. She has received multiple awards for her achievements, including the Navy and Marine Corps Achievement Medal and Sailor of the Year designation. Kristen holds a Master of Science in Computer & Information Science with an emphasis in Cyber Security and Information Awareness, as well as a Bachelor of Science in Management of Information Systems. She is certified in various IT and security-related areas, including CISSP, CCNA, and CompTIA Security+. Kristen's skills include system administration, Windows Server, Linux, and Microsoft Dynamics. She is a highly motivated and resourceful professional with a strong technical knowledge and a proven ability to multitask effectively.",White,Female,Kristen,Ryan,Democratic,1,Yes
349,INFORMATION-TECHNOLOGY,"Kenya Jones is a versatile Building Automation System engineer and IT professional with extensive experience in project management, network infrastructure, and building automation solutions. She has a strong background in enterprise platforms, hardware and software upgrade planning, and user experience design. Kenya has been awarded the Navy and Marine Corps Achievement Medal multiple times and was named Sailor of the Year for the Pacific Naval Fleet in 2013. She has successfully managed network infrastructure and server environments for over 150 users and 300 PC and network systems. Kenya is skilled in system administration, Windows Server, VMware, Active Directory, and Microsoft Exchange. She holds certifications in CISSP, CSA, PMP, CCNA, and CompTIA Security+. Kenya has a Master of Science in Computer & Information Science with an emphasis in Cyber Security and Information Awareness, as well as a Bachelor of Science in Management of Information Systems. She is a highly motivated and resourceful professional with a proven track record of leadership and technical expertise.",African_American,Female,Kenya,Jones,Democratic,1,Yes
350,INFORMATION-TECHNOLOGY,"Geoffrey McCarthy is a versatile Building Automation System engineer and IT professional with extensive experience in Enterprise Project Lifecycle methodology. He has a strong background in network engineering, project management, and product support. Geoffrey has received multiple awards for his work, including the Navy and Marine Corps Achievement Medal and Sailor of the Year designation. He has successfully managed network infrastructure and server environments for over 150 users and 300+ systems. Geoffrey is skilled in system administration, Windows Server, VMware, Active Directory, Microsoft Exchange, and more. He holds certifications in CISSP, CSA, PMP, CCNA, and CompTIA Security+. Geoffrey has a Master of Science in Computer & Information Science with an emphasis in Cyber Security and Information Awareness. He also holds a Bachelor of Science in Management of Information Systems with a 4.0 GPA.",White,Male,Geoffrey,McCarthy,Democratic,1,Yes
351,INFORMATION-TECHNOLOGY,"Kareem Williams is a versatile Building Automation System engineer and IT professional with extensive experience in project management, network infrastructure, and product support. He has a strong background in Enterprise Project Lifecycle methodology and is skilled in hardware and software upgrade planning, server management, and computer programming. Kareem has received multiple awards for his achievements, including the Navy and Marine Corps Achievement Medal and Sailor of the Year designation. He has successfully managed network infrastructure and server environments for over 150 users and 300 PC and network systems. Kareem is a self-motivated leader with excellent communication skills and a proven track record of training and developing team members. He holds various certifications, including CISSP, PMP, CCNA, and CompTIA Security+. Kareem has a Master of Science in Computer & Information Science with an emphasis in Cyber Security and Information Awareness, as well as a Bachelor of Science in Management of Information Systems with a 4.0 GPA.",African_American,Male,Kareem,Williams,Republican,1,Yes
352,INFORMATION-TECHNOLOGY,"Meredith Sullivan is an experienced Information Technology Support Specialist with over 10 years of experience in the industry. She has expertise in hardware and software design, deployment, and operation, as well as building and implementing computer systems. Meredith has strong leadership skills in managing systems and devices from companies like DELL, HP, and IBM. She also has experience in data migration using tools like Robocopy and active directory administration in Novel and Windows. Meredith has worked on various projects involving data migration, network setup, and technical support. She holds a Bachelor of Science in Information Technology from the University of Phoenix and has certifications in A+, MCSE, NET+, and SEC+. Additionally, Meredith has military experience in the US ARMY as a Combat Engineer. Her skills include A+, Active Directory, hardware, Data Migration, Email, leadership, networking, and troubleshooting.",White,Female,Meredith,Sullivan,Republican,1,Yes
353,INFORMATION-TECHNOLOGY,"Tanisha Jackson is an experienced Information Technology Support Specialist with over 10 years of experience in the industry. She has expertise in hardware and software design, deployment, and operation, including building and selling computer systems. Tanisha has strong leadership skills in managing systems and devices from companies like DELL, HP, and IBM. She has experience in data migration using tools like Robocopy and has worked on projects like the Apollo/SunTrust EIS Data Migration Project. Tanisha holds a Bachelor of Science in Information Technology from the University of Phoenix and has certifications in MCSE, A+, NET+, and SEC+. She also has military experience in the US ARMY as a Combat Engineer. Tanisha's skills include A+, Active Directory, hardware, data migration, network support, and troubleshooting.",African_American,Female,Tanisha,Jackson,Democratic,1,Yes
354,INFORMATION-TECHNOLOGY,"Todd Murray is an experienced Information Technology Support Specialist with over 10 years of experience in the industry. He has provided technical leadership for the design, deployment, and operation of hardware and software systems. Todd has expertise in building, implementing, and selling computer systems, as well as setting up and maintaining networks for small businesses. He has strong experience with processors like INTEL and AMD, as well as software packages from DELL, HP, IBM, and MICROSOFT. Todd also has experience in data migration using tools like Robocopy and active directory administration in Novel and Windows. Additionally, he has experience in customer support, systems analysis, and leadership in managing systems and devices. Todd holds a Bachelor of Science in Information Technology and has certifications in A+, MCSE, NET+, and SEC+. He also has military experience in the US ARMY as a Combat Engineer. Todd's skills include A+, Active Directory, Data Migration, Email, Hardware, Network Support, Servers, Troubleshooting, and more.",White,Male,Todd,Murray,Republican,1,Yes
355,INFORMATION-TECHNOLOGY,"Hakim Washington is an experienced Information Technology Support Specialist with over 10 years of experience in the industry. He has provided technical leadership for the design, deployment, and operation of hardware and software systems. Hakim has expertise in building, implementing, and selling computer systems, as well as setting up and maintaining networks for small businesses. He has strong experience with processors like INTEL and AMD, as well as with DELL, HP, IBM, and Microsoft software packages. Hakim also has experience in data migration using tools like Robocopy and active directory administration in Novel and Windows. He holds a Bachelor of Science in Information Technology and has certifications in MCSE, A+, NET+, and SEC+. Hakim is a former US Army Combat Engineer with excellent service awards and experience in disaster relief efforts. He is skilled in A+, Active Directory, hardware, data migration, network support, and troubleshooting, among other technical skills.",African_American,Male,Hakim,Washington,Republican,1,Yes
356,INFORMATION-TECHNOLOGY,"Emily Walsh is a dedicated and focused Administrative Assistant with experience in providing administrative support to various departments such as Human Resources, Production, IT, and Engineering. She is proficient in Microsoft Office, KRONOS, SAP, LotusNotes, and Microsoft Outlook. Emily has experience in organizing meetings, preparing training materials, managing confidential records, and arranging domestic/international travel. She is a skilled proofreader with strong interpersonal skills and a self-starter attitude. Emily has a proven track record of results-oriented work and is a dedicated team player.",White,Female,Emily,Walsh,Republican,1,No
357,INFORMATION-TECHNOLOGY,"Latonya Jones is a dedicated and focused Administrative Assistant with experience in office management, organizing meetings, preparing materials, and managing confidential records. She is proficient in Microsoft Office, SAP, PeopleSoft, and LotusNotes. Latonya has experience as an Administrative Assistant Director, Human Resources Manager, Production Manager, and Information Technology Manager. She has strong interpersonal skills, is a skilled proofreader, and has experience in training and instruction. Latonya is a results-oriented, self-directed professional with a meticulous attention to detail.",African_American,Female,Latonya,Jones,Democratic,1,No
358,INFORMATION-TECHNOLOGY,"Todd Ryan is a dedicated and focused Administrative Assistant with experience in office management, organizing meetings, preparing materials, and managing confidential records. He is proficient in Microsoft Office, SAP, PeopleSoft, and LotusNotes. Todd has experience as an Administrative Assistant Director, Human Resources Manager, Production Manager, and Information Technology Manager. He has strong interpersonal skills, is a skilled proofreader, and has experience in training and instruction. Todd has a diploma from Virginia High School and is proficient in accounts payable, database management, and employee benefits counseling.",White,Male,Todd,Ryan,Democratic,1,No
359,INFORMATION-TECHNOLOGY,"Tremayne Robinson is a dedicated and focused Administrative Assistant with experience in office management, organizing meetings, preparing materials, and managing confidential records. He is proficient in Microsoft Office, SAP, PeopleSoft, and LotusNotes. Tremayne has experience as an Administrative Assistant Director, Human Resources Manager, Production Manager, and Information Technology Manager. He has strong interpersonal skills, is a skilled proofreader, and has experience in training and instruction. Tremayne has a diploma from Virginia High School and is proficient in accounts payable, database management, and scheduling.",African_American,Male,Tremayne,Robinson,Democratic,1,No
360,INFORMATION-TECHNOLOGY,"Meredith Murphy is a skilled Customer Service Representative with six years of experience in Contact Center Operations. She has supervised teams of 20 to 100 employees and has extensive experience in daily communications with leadership. Meredith is known for her ability to multitask, excel at any task assigned, and has strong analytical and organizational skills. She is proficient in Microsoft Office, Verint, Siebel, RTA, Avaya, and various operating systems. Meredith has a strong background in handling large call volumes, providing accurate information to consumers, and maintaining high levels of service quality. She has experience in conflict resolution, coaching, and supervising customer service representatives. Meredith holds an Associate of Science in Psychology from Eastern Kentucky University.",White,Female,Meredith,Murphy,Democratic,1,No
361,INFORMATION-TECHNOLOGY,"Latoya Jones is a skilled Customer Service Representative with six years of experience in Contact Center Operations. She has supervised teams of 20 to 100 employees and has extensive experience in daily communications with leadership. Latoya is known for her ability to multitask, excel at any task assigned, and has strong analytical and organizational skills. She is proficient in Microsoft Office, Verint, Siebel, RTA, Avaya, and various operating systems. Latoya has a strong track record of handling large call volumes, providing accurate information to consumers, and maintaining a high level of service quality. She has experience as a Customer Service Supervisor, where she provided leadership to a team of 20 to 60 representatives and met specific goals and objectives. Latoya holds an Associate of Science in Psychology from Eastern Kentucky University.",African_American,Female,Latoya,Jones,Republican,1,No
362,INFORMATION-TECHNOLOGY,"Brad Sullivan is a skilled Customer Service Representative with six years of experience in Contact Center Operations. He has supervised teams of 20 to 100 employees and has extensive experience in daily communications with leadership. Brad is known for his ability to multitask, excel at any task assigned, and has strong analytical and organizational skills. He is proficient in Microsoft Office, Verint, Siebel, RTA, Avaya, and various operating systems. Brad has a strong track record of handling large call volumes, providing accurate information to consumers, and maintaining high levels of service quality. He has experience as a Customer Service Supervisor, where he provided leadership to a team of 20 to 60 representatives and met contract-specific goals. Brad holds an Associate of Science in Psychology from Eastern Kentucky University.",White,Male,Brad,Sullivan,Republican,1,No
363,INFORMATION-TECHNOLOGY,"Tyrone Jones is a skilled Customer Service Representative with six years of experience in Contact Center Operations. He has supervised teams of 20 to 100 employees and has extensive experience in daily communications with leadership. Tyrone is recognized for his ability to multitask, excel at any task assigned, and has strong analytical and organizational skills. He is proficient in Microsoft Office, Verint, Siebel, RTA, Avaya, and various operating systems. Tyrone has a strong background in handling large call volumes, providing accurate information to consumers, and maintaining high levels of quality service. He has experience as a Customer Service Supervisor, where he provided leadership to a team of 20 to 60 representatives and met contract-specific goals. Tyrone holds an Associate of Science in Psychology from Eastern Kentucky University. He has skills in conflict resolution, preparing contracts, coaching, performance appraisals, and recruitment.",African_American,Male,Tyrone,Jones,Democratic,1,No
364,INFORMATION-TECHNOLOGY,"Allison Kelly is a skilled Support Technician with experience in network, hardware, and operating system troubleshooting. She has a Bachelor of Science in Management Information Systems from William Woods University with a GPA of 3.4. Allison has provided technical assistance and support for computer systems, software, and hardware, and has trained computer users. She has also interned as a Network Assistant and Technology Assistant, where she assisted with network infrastructure, hardware management, and website maintenance. Allison has strong skills in Sharepoint, Cisco Telephony tools, and Active Directory. She is also a former collegiate basketball captain and has over 100 hours of community service. Allison has received the Trio Scholarship, LEAD Scholarship, and has been recognized as a JUCO All-American Male Athlete of the Year.",White,Female,Allison,Kelly,Democratic,1,Yes
365,INFORMATION-TECHNOLOGY,"Lakisha Robinson is a skilled Support Technician with experience in network, hardware, and operating system troubleshooting. She has a Bachelor of Science in Management Information Systems with a GPA of 3.4. Lakisha has provided technical assistance and support for computer systems, software, and hardware. She has also assisted with network infrastructure and hardware management as a Network Assistant Intern. In addition, she has experience in website development and project management. Lakisha is proficient in Sharepoint, Cisco Telephony tools, Bomgar, and other technical tools. She is a former collegiate basketball captain and has over 100 hours of community service. Lakisha has received multiple scholarships and awards for her academic and athletic achievements.",African_American,Female,Lakisha,Robinson,Democratic,1,Yes
366,INFORMATION-TECHNOLOGY,"Greg Murphy is a Support Technician with experience in network, hardware, and operating system troubleshooting, web page design, PC assembly, technical support, and customer service. He has a Bachelor of Science in Management Information Systems with a GPA of 3.4. Greg has provided technical assistance and support for computer systems, software, and hardware, responding to queries in person or over the phone. He has also assisted with network infrastructure, hardware management, and server room operations as a Network Assistant Intern. Greg has skills in Sharepoint, Cisco Telephony tools, Bomgar, Visio, SAP, Active Directory, Mobileiron, HPSM, and IOS. He has been involved in various activities such as collegiate basketball, Student Website Advancement Team, Student Academic Advisory Council, and over 100 hours of community service. Greg has received honors and accomplishments including Trio Scholarship, LEAD Scholarship, Potential Award, JUCO All-American, Male Athlete of the Year, Academic All-Conference, and IC3 Internet and Computing Core Certification.",White,Male,Greg,Murphy,Republican,1,Yes
367,INFORMATION-TECHNOLOGY,"Darnell Jackson is a skilled Support Technician with experience in network, hardware, and operating system troubleshooting. He has a Bachelor of Science in Management Information Systems with a GPA of 3.4. Darnell has provided technical assistance and support for computer systems, software, and hardware. He has also assisted with network infrastructure and hardware management as a Network Assistant Intern. Darnell has experience in web page design, PC assembly, technical support, and customer service. He is a critical thinker who consistently exceeds performance standards. Additionally, Darnell has experience in website development, business communications, and project management. He is proficient in Sharepoint, Cisco Telephony tools, Active Directory, and IOS. Darnell is also a former collegiate basketball captain and has over 100 hours of community service. He has received various scholarships and awards for his academic and athletic achievements.",African_American,Male,Darnell,Jackson,Democratic,1,Yes
368,INFORMATION-TECHNOLOGY,"Kristen Baker is a Software Engineer with 2 years of experience in Web Development, specializing in front end development. She is proficient in the Software Development Life Cycle (SDLC) and SCRUM AGILE methodologies. Kristen has experience in designing, planning, developing, and implementing Microsoft .Net based solutions using languages such as C#, ASP.Net, JavaScript, jQuery, CSS, and HTML. She has strong experience in data retrieval and manipulation using ADO.Net data objects and has worked on creating and modifying Table Definitions and stored procedures in SQL Database. Kristen has also worked on security features such as Form-Based Authentication and Role-Based Authorization. She has experience working with cross-functional teams and providing demos to QA teams. Kristen holds a Master of Science in Computer Engineering and a Bachelor of Technology in Electrical and Electronics Engineering. She is skilled in ASP.Net, VB.Net, Active Directory, ADO.Net, HTML, JavaScript, JQuery, and SQL. Kristen has experience with IDEs such as Visual Studio and Eclipse, as well as version controls like Tortoise SVN and GitHub. She is proficient in Microsoft Word, Excel, Access, and Powerpoint.",White,Female,Kristen,Baker,Democratic,1,Yes
369,INFORMATION-TECHNOLOGY,"Latonya Washington is a Software Engineer with 2 years of experience in Web Development, specializing in front end development. She is proficient in the Software Development Life Cycle (SDLC) and SCRUM AGILE methodologies. Latonya has experience in designing, planning, developing, and implementing Microsoft .Net based solutions using languages such as C#, ASP.Net, JavaScript, jQuery, CSS, and HTML. She has strong experience in data retrieval and manipulation using ADO.Net data objects and has worked with SQL databases. Latonya has also worked on projects involving role-based authorization, form-based authentication, and creating and modifying web services. She has experience with various technologies and tools such as ASP.Net, VB.Net, AJAX, LINQ, Entity Framework, SQL, and Visual Studio. Latonya holds a Master of Science in Computer Engineering and a Bachelor of Technology in Electrical and Electronics Engineering.",African_American,Female,Latonya,Washington,Democratic,1,Yes
370,INFORMATION-TECHNOLOGY,"Greg Baker is a Software Engineer with 2 years of experience in Web Development, specializing in front end development. He is proficient in the Software Development Life Cycle (SDLC) and SCRUM AGILE methodologies. Greg has experience in designing, planning, developing, and implementing Microsoft .Net based solutions using languages such as C#, ASP.Net, JavaScript, jQuery, CSS, and HTML. He has strong experience in data retrieval and manipulation using ADO.Net data objects and has worked on creating and modifying Table Definitions and stored procedures in SQL Database. Greg has also worked on security features such as Form-Based Authentication and Role-Based Authorization. He has a Master of Science in Computer Engineering and a Bachelor of Technology in Electrical and Electronics Engineering. Greg's skills include ASP.Net, VB.Net, Active Directory, ADO.Net, HTML, JavaScript, JQuery, SQL, and Visual Studio.",White,Male,Greg,Baker,Republican,1,Yes
371,INFORMATION-TECHNOLOGY,"Hakim Jackson is a Software Engineer with 2 years of experience in Web Development, specializing in front end development. He is proficient in ASP.Net, C#, JavaScript, jQuery, and various other technologies. Hakim has experience in designing, planning, developing, and implementing Microsoft .Net based solutions. He has worked on projects such as Atlas, AppInventory, GoAdmin, and Mizzou Checkout. Hakim holds a Master of Science in Computer Engineering and a Bachelor of Technology in Electrical and Electronics Engineering. He is skilled in ASP.Net, VB.Net, Active Directory, ADO.Net, Dreamweaver, AGILE methodologies, AJAX, HTML, Java, JavaScript, and more.",African_American,Male,Hakim,Jackson,Democratic,1,Yes
